,Country,Name,Manufacturer,cores,Rmax,Rpeak,Power,link
64,China,ThinkSystem HR650X, Lenovo,"<td style=""text-align: right;"">71,040</td>","<td style=""text-align: right;"">2,710.9</td>","<td style=""text-align: right;"">5,683.2</td>",<td></td>,/system/179921
65,China,ZZ4, Lenovo,"<td style=""text-align: right;"">65,600</td>","<td style=""text-align: right;"">2,691.7</td>","<td style=""text-align: right;"">5,248.0</td>",<td></td>,/system/179889
66,China,ThinkSystem HR650X, Lenovo,"<td style=""text-align: right;"">70,080</td>","<td style=""text-align: right;"">2,677.1</td>","<td style=""text-align: right;"">5,606.4</td>",<td></td>,/system/179920
67,Canada,Banting, Cray/HPE,"<td style=""text-align: right;"">53,200</td>","<td style=""text-align: right;"">2,676.7</td>","<td style=""text-align: right;"">4,085.8</td>",<td></td>,/system/179862
68,United States,Hypercluster, Nvidia,"<td style=""text-align: right;"">47,808</td>","<td style=""text-align: right;"">2,666.0</td>","<td style=""text-align: right;"">4,219.1</td>",<td></td>,/system/179775
69,China,ZZ5, Lenovo,"<td style=""text-align: right;"">64,800</td>","<td style=""text-align: right;"">2,661.5</td>","<td style=""text-align: right;"">5,184.0</td>",<td></td>,/system/179890
70,China,ZZ6, Lenovo,"<td style=""text-align: right;"">69,120</td>","<td style=""text-align: right;"">2,654.0</td>","<td style=""text-align: right;"">5,529.6</td>",<td></td>,/system/179891
71,China,ThinkSystem SR590, Lenovo,"<td style=""text-align: right;"">128,000</td>","<td style=""text-align: right;"">2,651.9</td>","<td style=""text-align: right;"">4,710.4</td>",<td></td>,/system/179850
72,United States,Grace, DELL EMC,"<td style=""text-align: right;"">43,200</td>","<td style=""text-align: right;"">2,638.5</td>","<td style=""text-align: right;"">4,829.3</td>",<td></td>,/system/179905
73,United States,LLNL/NNSA CTS-1 Jade," Penguin Computing, Inc.","<td style=""text-align: right;"">95,472</td>","<td style=""text-align: right;"">2,632.5</td>","<td style=""text-align: right;"">3,207.9</td>","<td>13,620</td>",/system/178969
74,United States,LLNL CTS-1 Quartz," Penguin Computing, Inc.","<td style=""text-align: right;"">95,472</td>","<td style=""text-align: right;"">2,632.5</td>","<td style=""text-align: right;"">3,207.9</td>","<td>13,620</td>",/system/178971
75,China,Lenovo HR650x, Lenovo,"<td style=""text-align: right;"">64,000</td>","<td style=""text-align: right;"">2,621.4</td>","<td style=""text-align: right;"">5,120.0</td>",<td></td>,/system/179747
76,China,Inspur TS10000, Inspur,"<td style=""text-align: right;"">50,400</td>","<td style=""text-align: right;"">2,610.0</td>","<td style=""text-align: right;"">4,354.6</td>",<td></td>,/system/179827
77,China,ThinkSystem HR650X, Lenovo,"<td style=""text-align: right;"">68,160</td>","<td style=""text-align: right;"">2,609.2</td>","<td style=""text-align: right;"">5,452.8</td>",<td></td>,/system/179919
78,Canada,Cedar (CPU), ACTION,"<td style=""text-align: right;"">67,584</td>","<td style=""text-align: right;"">2,608.0</td>","<td style=""text-align: right;"">4,895.5</td>",<td>792</td>,/system/179858
79,Canada,Daley, Cray/HPE,"<td style=""text-align: right;"">53,200</td>","<td style=""text-align: right;"">2,598.3</td>","<td style=""text-align: right;"">4,085.8</td>",<td></td>,/system/179863
80,Germany,AlphaCentauri, NEC,"<td style=""text-align: right;"">31,008</td>","<td style=""text-align: right;"">2,592.0</td>","<td style=""text-align: right;"">5,364.1</td>",<td>164</td>,/system/179942
81,Italy,HPC3, Lenovo,"<td style=""text-align: right;"">66,000</td>","<td style=""text-align: right;"">2,592.0</td>","<td style=""text-align: right;"">3,798.6</td>",<td></td>,/system/179071
82,China,ThinkSystem SR650, Lenovo,"<td style=""text-align: right;"">62,400</td>","<td style=""text-align: right;"">2,590.8</td>","<td style=""text-align: right;"">4,992.0</td>",<td></td>,/system/179812
83,China,ThinkSystem HR650X, Lenovo,"<td style=""text-align: right;"">64,320</td>","<td style=""text-align: right;"">2,583.1</td>","<td style=""text-align: right;"">5,145.6</td>",<td></td>,/system/179811
84,China,ThinkSystem HR650X, Lenovo,"<td style=""text-align: right;"">83,200</td>","<td style=""text-align: right;"">2,581.0</td>","<td style=""text-align: right;"">5,591.0</td>",<td></td>,/system/179915
85,China,ThinkSystem HR650X, Lenovo,"<td style=""text-align: right;"">67,200</td>","<td style=""text-align: right;"">2,574.0</td>","<td style=""text-align: right;"">5,376.0</td>",<td></td>,/system/179918
86,India,Mihir, Cray/HPE,"<td style=""text-align: right;"">83,592</td>","<td style=""text-align: right;"">2,570.4</td>","<td style=""text-align: right;"">2,808.7</td>",<td>955</td>,/system/179418
87,China,Tianhe-1A, NUDT,"<td style=""text-align: right;"">186,368</td>","<td style=""text-align: right;"">2,566.0</td>","<td style=""text-align: right;"">4,701.0</td>","<td>4,040</td>",/system/176929
88,France,Spartan2, Atos,"<td style=""text-align: right;"">23,040</td>","<td style=""text-align: right;"">2,566.0</td>","<td style=""text-align: right;"">3,847.2</td>",<td>106</td>,/system/179893
89,China,PAI-BSystem, Sugon,"<td style=""text-align: right;"">50,816</td>","<td style=""text-align: right;"">2,547.0</td>","<td style=""text-align: right;"">4,229.8</td>",<td>710</td>,/system/179440
90,United States,cascade, Atipa Technology,"<td style=""text-align: right;"">194,616</td>","<td style=""text-align: right;"">2,539.1</td>","<td style=""text-align: right;"">3,388.0</td>","<td>1,384</td>",/system/178250
91,France,occigen2, Atos,"<td style=""text-align: right;"">85,824</td>","<td style=""text-align: right;"">2,494.7</td>","<td style=""text-align: right;"">3,570.3</td>","<td>1,430</td>",/system/179092
92,China,ThinkSystem HR650X, Lenovo,"<td style=""text-align: right;"">61,440</td>","<td style=""text-align: right;"">2,487.1</td>","<td style=""text-align: right;"">4,915.2</td>",<td></td>,/system/179813
93,United States,Excalibur, Cray/HPE,"<td style=""text-align: right;"">100,064</td>","<td style=""text-align: right;"">2,485.0</td>","<td style=""text-align: right;"">3,682.4</td>","<td>1,466</td>",/system/178447
94,Germany,CLAIX (2018), NEC,"<td style=""text-align: right;"">61,200</td>","<td style=""text-align: right;"">2,483.6</td>","<td style=""text-align: right;"">4,112.6</td>",<td>692</td>,/system/179682
95,United States,Expanse, DELL EMC,"<td style=""text-align: right;"">91,648</td>","<td style=""text-align: right;"">2,480.6</td>","<td style=""text-align: right;"">3,299.3</td>",<td></td>,/system/179904
96,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">50,400</td>","<td style=""text-align: right;"">2,480.0</td>","<td style=""text-align: right;"">4,680.0</td>",<td></td>,/system/179829
97,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">50,400</td>","<td style=""text-align: right;"">2,480.0</td>","<td style=""text-align: right;"">4,680.0</td>",<td></td>,/system/179830
98,Russia,Lomonosov 2, T-Platforms,"<td style=""text-align: right;"">64,384</td>","<td style=""text-align: right;"">2,478.0</td>","<td style=""text-align: right;"">4,946.8</td>",<td></td>,/system/178444
99,United States,Kay, Liqid,"<td style=""text-align: right;"">46,848</td>","<td style=""text-align: right;"">2,475.7</td>","<td style=""text-align: right;"">3,448.0</td>",<td></td>,/system/179952
