,Country,Name,Manufacturer,cores,Rmax,Rpeak,Power,link
17,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">48,160</td>","<td style=""text-align: right;"">2,336.0</td>","<td style=""text-align: right;"">4,368.0</td>",<td></td>,/system/179822
18,Germany,HoreKa-Blue, Lenovo,"<td style=""text-align: right;"">45,752</td>","<td style=""text-align: right;"">2,333.5</td>","<td style=""text-align: right;"">3,513.8</td>",<td>495</td>,/system/179914
19,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">53,760</td>","<td style=""text-align: right;"">2,329.0</td>","<td style=""text-align: right;"">4,480.0</td>",<td></td>,/system/179832
20,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">53,760</td>","<td style=""text-align: right;"">2,329.0</td>","<td style=""text-align: right;"">4,480.0</td>",<td></td>,/system/179834
21,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">53,760</td>","<td style=""text-align: right;"">2,329.0</td>","<td style=""text-align: right;"">4,480.0</td>",<td></td>,/system/179838
22,Saudi Arabia,Makman-3, DELL EMC,"<td style=""text-align: right;"">53,300</td>","<td style=""text-align: right;"">2,322.5</td>","<td style=""text-align: right;"">3,581.8</td>",<td>608</td>,/system/179437
23,China,F1, Lenovo,"<td style=""text-align: right;"">56,000</td>","<td style=""text-align: right;"">2,317.9</td>","<td style=""text-align: right;"">4,480.0</td>",<td></td>,/system/179654
24,China,Inspur TS10000 HPC Server, Inspur,"<td style=""text-align: right;"">49,920</td>","<td style=""text-align: right;"">2,316.0</td>","<td style=""text-align: right;"">4,412.1</td>",<td></td>,/system/179869
25,China,ThinkSystem SR590, Lenovo,"<td style=""text-align: right;"">108,800</td>","<td style=""text-align: right;"">2,314.2</td>","<td style=""text-align: right;"">4,003.8</td>",<td></td>,/system/179818
26,Taiwan,Taiwania 3, Quanta Computer / Taiwan Fixed Network / ASUS Cloud,"<td style=""text-align: right;"">50,400</td>","<td style=""text-align: right;"">2,297.6</td>","<td style=""text-align: right;"">4,354.6</td>",<td>564</td>,/system/179902
27,United States,Longhorn, IBM,"<td style=""text-align: right;"">37,440</td>","<td style=""text-align: right;"">2,288.0</td>","<td style=""text-align: right;"">2,867.4</td>",<td></td>,/system/179714
28,China,Inspur TS10000, Inspur,"<td style=""text-align: right;"">55,104</td>","<td style=""text-align: right;"">2,287.0</td>","<td style=""text-align: right;"">4,890.0</td>",<td></td>,/system/179386
29,Luxembourg,MeluXina - Cluster Module, Atos,"<td style=""text-align: right;"">73,344</td>","<td style=""text-align: right;"">2,286.6</td>","<td style=""text-align: right;"">3,003.2</td>",<td>377</td>,/system/179964
30,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">47,320</td>","<td style=""text-align: right;"">2,282.0</td>","<td style=""text-align: right;"">4,368.0</td>",<td></td>,/system/179833
31,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">47,320</td>","<td style=""text-align: right;"">2,282.0</td>","<td style=""text-align: right;"">4,368.0</td>",<td></td>,/system/179835
32,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">47,320</td>","<td style=""text-align: right;"">2,282.0</td>","<td style=""text-align: right;"">4,368.0</td>",<td></td>,/system/179836
33,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">47,320</td>","<td style=""text-align: right;"">2,282.0</td>","<td style=""text-align: right;"">4,368.0</td>",<td></td>,/system/179837
34,Canada,Béluga, DELL EMC,"<td style=""text-align: right;"">72,480</td>","<td style=""text-align: right;"">2,278.0</td>","<td style=""text-align: right;"">7,494.8</td>",<td>240</td>,/system/179605
35,China,Inspur TS10000 HPC Server, Inspur,"<td style=""text-align: right;"">40,560</td>","<td style=""text-align: right;"">2,276.0</td>","<td style=""text-align: right;"">3,923.7</td>",<td></td>,/system/179870
36,China,Inspur TS10000 HPC Server, Inspur,"<td style=""text-align: right;"">40,800</td>","<td style=""text-align: right;"">2,275.0</td>","<td style=""text-align: right;"">3,905.3</td>",<td></td>,/system/179868
37,United Kingdom,Cumulus, DELL EMC,"<td style=""text-align: right;"">50,176</td>","<td style=""text-align: right;"">2,271.4</td>","<td style=""text-align: right;"">2,688.0</td>",<td>530</td>,/system/179577
38,France,CEA-HFi, Atos,"<td style=""text-align: right;"">73,728</td>","<td style=""text-align: right;"">2,262.0</td>","<td style=""text-align: right;"">2,890.1</td>",<td></td>,/system/179950
39,Russia,MTS GROM, Nvidia,"<td style=""text-align: right;"">19,840</td>","<td style=""text-align: right;"">2,258.0</td>","<td style=""text-align: right;"">3,011.8</td>",<td></td>,/system/179955
40,Saudi Arabia,Makman-2, DELL EMC,"<td style=""text-align: right;"">76,032</td>","<td style=""text-align: right;"">2,249.7</td>","<td style=""text-align: right;"">3,041.3</td>","<td>1,134</td>",/system/178606
41,China,G1, Lenovo,"<td style=""text-align: right;"">54,000</td>","<td style=""text-align: right;"">2,242.9</td>","<td style=""text-align: right;"">4,320.0</td>",<td></td>,/system/179653
42,China,ThinkSystem HR650X, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">2,241.9</td>","<td style=""text-align: right;"">4,608.0</td>",<td></td>,/system/179917
43,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">67,200</td>","<td style=""text-align: right;"">2,192.0</td>","<td style=""text-align: right;"">4,515.8</td>",<td>740</td>,/system/179672
44,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">50,400</td>","<td style=""text-align: right;"">2,189.0</td>","<td style=""text-align: right;"">4,816.0</td>",<td></td>,/system/179875
45,China,H1, Lenovo,"<td style=""text-align: right;"">52,000</td>","<td style=""text-align: right;"">2,166.5</td>","<td style=""text-align: right;"">4,160.0</td>",<td></td>,/system/179652
46,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">49,800</td>","<td style=""text-align: right;"">2,164.0</td>","<td style=""text-align: right;"">4,423.7</td>",<td></td>,/system/179766
47,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">49,800</td>","<td style=""text-align: right;"">2,164.0</td>","<td style=""text-align: right;"">4,423.7</td>",<td></td>,/system/179767
48,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">49,800</td>","<td style=""text-align: right;"">2,164.0</td>","<td style=""text-align: right;"">4,423.7</td>",<td></td>,/system/179768
49,China,ThinkSystem HR630X, Lenovo,"<td style=""text-align: right;"">128,000</td>","<td style=""text-align: right;"">2,156.0</td>","<td style=""text-align: right;"">4,300.8</td>",<td></td>,/system/179815
50,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">121,920</td>","<td style=""text-align: right;"">2,152.0</td>","<td style=""text-align: right;"">8,973.3</td>","<td>1,625</td>",/system/179678
51,United States,Betty, HPE,"<td style=""text-align: right;"">94,976</td>","<td style=""text-align: right;"">2,133.0</td>","<td style=""text-align: right;"">4,406.9</td>",<td></td>,/system/179844
52,China,ThinkSystem SR650, Lenovo,"<td style=""text-align: right;"">96,640</td>","<td style=""text-align: right;"">2,129.5</td>","<td style=""text-align: right;"">7,112.7</td>",<td></td>,/system/179755
53,China,INSPUR NF5288M5, Inspur,"<td style=""text-align: right;"">44,200</td>","<td style=""text-align: right;"">2,121.0</td>","<td style=""text-align: right;"">4,056.0</td>",<td></td>,/system/179840
54,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">44,720</td>","<td style=""text-align: right;"">2,121.0</td>","<td style=""text-align: right;"">4,056.0</td>",<td></td>,/system/179823
55,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">44,720</td>","<td style=""text-align: right;"">2,121.0</td>","<td style=""text-align: right;"">4,056.0</td>",<td></td>,/system/179824
56,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">44,720</td>","<td style=""text-align: right;"">2,121.0</td>","<td style=""text-align: right;"">4,056.0</td>",<td></td>,/system/179825
57,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">44,720</td>","<td style=""text-align: right;"">2,115.0</td>","<td style=""text-align: right;"">3,903.4</td>",<td>265</td>,/system/179729
58,China,INSPUR NF5288M5, Inspur,"<td style=""text-align: right;"">53,760</td>","<td style=""text-align: right;"">2,109.0</td>","<td style=""text-align: right;"">4,652.0</td>",<td></td>,/system/179610
59,China,MagicCube3, Sugon,"<td style=""text-align: right;"">40,960</td>","<td style=""text-align: right;"">2,109.0</td>","<td style=""text-align: right;"">3,434.1</td>",<td>430</td>,/system/179695
60,China,I1, Lenovo,"<td style=""text-align: right;"">50,000</td>","<td style=""text-align: right;"">2,094.0</td>","<td style=""text-align: right;"">4,000.0</td>",<td></td>,/system/179651
61,Japan,ATERUI II , Cray/HPE,"<td style=""text-align: right;"">40,000</td>","<td style=""text-align: right;"">2,090.0</td>","<td style=""text-align: right;"">3,072.0</td>",<td>496</td>,/system/179419
62,United States,Greene, Lenovo,"<td style=""text-align: right;"">32,796</td>","<td style=""text-align: right;"">2,088.8</td>","<td style=""text-align: right;"">3,042.4</td>",<td>512</td>,/system/179851
63,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">44,032</td>","<td style=""text-align: right;"">2,087.0</td>","<td style=""text-align: right;"">3,843.4</td>",<td>260</td>,/system/179730
64,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">48,160</td>","<td style=""text-align: right;"">2,078.0</td>","<td style=""text-align: right;"">4,225.2</td>",<td></td>,/system/179759
65,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">48,160</td>","<td style=""text-align: right;"">2,078.0</td>","<td style=""text-align: right;"">4,225.2</td>",<td></td>,/system/179760
66,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">48,160</td>","<td style=""text-align: right;"">2,078.0</td>","<td style=""text-align: right;"">4,225.2</td>",<td></td>,/system/179761
67,United States,Cannon, Lenovo,"<td style=""text-align: right;"">32,160</td>","<td style=""text-align: right;"">2,076.9</td>","<td style=""text-align: right;"">2,984.4</td>",<td></td>,/system/179740
68,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">59,760</td>","<td style=""text-align: right;"">2,075.0</td>","<td style=""text-align: right;"">5,245.8</td>",<td></td>,/system/179798
69,China,JD I1, Lenovo,"<td style=""text-align: right;"">52,320</td>","<td style=""text-align: right;"">2,074.0</td>","<td style=""text-align: right;"">4,018.2</td>",<td></td>,/system/179661
70,China,Tianhe-2 LvLiang Solution, NUDT,"<td style=""text-align: right;"">174,720</td>","<td style=""text-align: right;"">2,071.4</td>","<td style=""text-align: right;"">3,074.5</td>",<td>997</td>,/system/178464
71,China,ThinkSystem SR650, Lenovo,"<td style=""text-align: right;"">44,160</td>","<td style=""text-align: right;"">2,059.9</td>","<td style=""text-align: right;"">3,862.3</td>",<td></td>,/system/179741
72,China,ThinkSystem SR650, Lenovo,"<td style=""text-align: right;"">49,200</td>","<td style=""text-align: right;"">2,045.9</td>","<td style=""text-align: right;"">3,936.0</td>",<td></td>,/system/179751
73,China,INSPUR NF5288M5, Inspur,"<td style=""text-align: right;"">53,040</td>","<td style=""text-align: right;"">2,028.0</td>","<td style=""text-align: right;"">4,648.2</td>",<td></td>,/system/179763
74,China,INSPUR NF5288M5, Inspur,"<td style=""text-align: right;"">53,040</td>","<td style=""text-align: right;"">2,028.0</td>","<td style=""text-align: right;"">4,648.2</td>",<td></td>,/system/179797
75,China,ThinkSystem HR650X, Lenovo,"<td style=""text-align: right;"">48,000</td>","<td style=""text-align: right;"">2,027.5</td>","<td style=""text-align: right;"">3,840.0</td>",<td></td>,/system/179819
76,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">55,440</td>","<td style=""text-align: right;"">2,026.0</td>","<td style=""text-align: right;"">4,080.4</td>",<td>590</td>,/system/179785
77,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">48,880</td>","<td style=""text-align: right;"">2,016.0</td>","<td style=""text-align: right;"">44,982.3</td>",<td></td>,/system/179874
78,United States,TX-Green2, ACTION,"<td style=""text-align: right;"">43,200</td>","<td style=""text-align: right;"">2,015.0</td>","<td style=""text-align: right;"">53,084.2</td>",<td></td>,/system/179938
79,China,J1, Lenovo,"<td style=""text-align: right;"">48,000</td>","<td style=""text-align: right;"">2,014.5</td>","<td style=""text-align: right;"">3,840.0</td>",<td></td>,/system/179650
80,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">41,280</td>","<td style=""text-align: right;"">2,011.0</td>","<td style=""text-align: right;"">3,744.0</td>",<td></td>,/system/179826
81,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">40,800</td>","<td style=""text-align: right;"">2,011.0</td>","<td style=""text-align: right;"">3,744.0</td>",<td></td>,/system/179831
82,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">110,880</td>","<td style=""text-align: right;"">2,007.0</td>","<td style=""text-align: right;"">8,160.8</td>","<td>1,470</td>",/system/179677
83,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">42,312</td>","<td style=""text-align: right;"">2,003.0</td>","<td style=""text-align: right;"">3,693.5</td>",<td>250</td>,/system/179731
84,United States,Koehr, HPE,"<td style=""text-align: right;"">34,560</td>","<td style=""text-align: right;"">2,002.0</td>","<td style=""text-align: right;"">2,986.0</td>",<td></td>,/system/179427
85,United States,Gaffney, HPE,"<td style=""text-align: right;"">34,560</td>","<td style=""text-align: right;"">2,002.0</td>","<td style=""text-align: right;"">2,986.0</td>",<td></td>,/system/179428
86,Japan,Grand Chariot, Fujitsu,"<td style=""text-align: right;"">39,760</td>","<td style=""text-align: right;"">2,000.0</td>","<td style=""text-align: right;"">3,053.6</td>",<td></td>,/system/179445
87,Japan,A64FX prototype, Fujitsu,"<td style=""text-align: right;"">36,864</td>","<td style=""text-align: right;"">1,999.5</td>","<td style=""text-align: right;"">2,359.3</td>",<td>118</td>,/system/179706
88,China,TTSystem, Sugon,"<td style=""text-align: right;"">116,600</td>","<td style=""text-align: right;"">1,997.0</td>","<td style=""text-align: right;"">4,104.3</td>","<td>1,200</td>",/system/179544
89,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">520,000</td>","<td style=""text-align: right;"">1,985.0</td>","<td style=""text-align: right;"">39,936.0</td>",<td>510</td>,/system/179732
90,China,K1, Lenovo,"<td style=""text-align: right;"">47,200</td>","<td style=""text-align: right;"">1,983.2</td>","<td style=""text-align: right;"">3,776.0</td>",<td></td>,/system/179649
91,France,Gaïa, Atos,"<td style=""text-align: right;"">41,472</td>","<td style=""text-align: right;"">1,980.5</td>","<td style=""text-align: right;"">3,052.3</td>",<td>512</td>,/system/179569
92,China,HKVDPSystem, Sugon,"<td style=""text-align: right;"">121,920</td>","<td style=""text-align: right;"">1,979.0</td>","<td style=""text-align: right;"">4,096.5</td>","<td>1,216</td>",/system/179679
93,China,HKVDPSystem, Sugon,"<td style=""text-align: right;"">121,920</td>","<td style=""text-align: right;"">1,979.0</td>","<td style=""text-align: right;"">4,096.5</td>","<td>1,216</td>",/system/179532
94,China,bsystem, Sugon,"<td style=""text-align: right;"">60,800</td>","<td style=""text-align: right;"">1,976.0</td>","<td style=""text-align: right;"">4,085.8</td>",<td>660</td>,/system/179671
95,China,ThinkSystem SR590, Lenovo,"<td style=""text-align: right;"">89,600</td>","<td style=""text-align: right;"">1,975.1</td>","<td style=""text-align: right;"">6,594.6</td>",<td></td>,/system/179756
96,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">45,152</td>","<td style=""text-align: right;"">1,975.0</td>","<td style=""text-align: right;"">4,010.5</td>",<td></td>,/system/179762
97,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">45,152</td>","<td style=""text-align: right;"">1,975.0</td>","<td style=""text-align: right;"">4,010.5</td>",<td></td>,/system/179764
98,China,Inspur NF5468M5, Inspur,"<td style=""text-align: right;"">45,152</td>","<td style=""text-align: right;"">1,975.0</td>","<td style=""text-align: right;"">4,010.5</td>",<td></td>,/system/179765
99,Germany,Mogon II, NEC/MEGWARE,"<td style=""text-align: right;"">49,432</td>","<td style=""text-align: right;"">1,967.8</td>","<td style=""text-align: right;"">2,800.9</td>",<td>657</td>,/system/178930
