,Country,Name,Manufacturer,cores,Rmax,Rpeak,Power,link
25,China,ThinkSystem SR570, Lenovo,"<td style=""text-align: right;"">83,200</td>","<td style=""text-align: right;"">1,835.5</td>","<td style=""text-align: right;"">6,123.5</td>",<td></td>,/system/179744
26,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">48,000</td>","<td style=""text-align: right;"">1,833.0</td>","<td style=""text-align: right;"">3,686.4</td>",<td>470</td>,/system/179733
27,United States,Astra, HPE,"<td style=""text-align: right;"">143,640</td>","<td style=""text-align: right;"">1,833.0</td>","<td style=""text-align: right;"">2,298.2</td>","<td>1,193</td>",/system/179565
28,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">116,200</td>","<td style=""text-align: right;"">1,832.0</td>","<td style=""text-align: right;"">7,436.8</td>","<td>1,300</td>",/system/179738
29,China,Lenovo HR650x, Lenovo,"<td style=""text-align: right;"">43,200</td>","<td style=""text-align: right;"">1,831.5</td>","<td style=""text-align: right;"">3,456.0</td>",<td></td>,/system/179474
30,United Kingdom,scafellpike, Atos,"<td style=""text-align: right;"">80,640</td>","<td style=""text-align: right;"">1,829.9</td>","<td style=""text-align: right;"">4,329.7</td>",<td>529</td>,/system/179163
31,China,ThinkSystem SR650, Lenovo,"<td style=""text-align: right;"">66,080</td>","<td style=""text-align: right;"">1,828.0</td>","<td style=""text-align: right;"">4,981.8</td>",<td></td>,/system/179694
32,China,JGV100System, Sugon,"<td style=""text-align: right;"">41,760</td>","<td style=""text-align: right;"">1,825.0</td>","<td style=""text-align: right;"">3,353.2</td>",<td>240</td>,/system/179555
33,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">44,100</td>","<td style=""text-align: right;"">1,824.0</td>","<td style=""text-align: right;"">3,669.1</td>",<td>600</td>,/system/179735
34,Japan,MN-3, Preferred Networks,"<td style=""text-align: right;"">1,664</td>","<td style=""text-align: right;"">1,822.4</td>","<td style=""text-align: right;"">3,137.9</td>",<td>61</td>,/system/179806
35,China,INSPUR SA5212M5, Inspur,"<td style=""text-align: right;"">48,880</td>","<td style=""text-align: right;"">1,820.0</td>","<td style=""text-align: right;"">4,140.0</td>",<td></td>,/system/179788
36,China,INSPUR SA5212M5, Inspur,"<td style=""text-align: right;"">48,880</td>","<td style=""text-align: right;"">1,820.0</td>","<td style=""text-align: right;"">4,140.0</td>",<td></td>,/system/179789
37,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">54,240</td>","<td style=""text-align: right;"">1,815.0</td>","<td style=""text-align: right;"">3,644.9</td>",<td>600</td>,/system/179787
38,China,szaisystem, Sugon,"<td style=""text-align: right;"">30,600</td>","<td style=""text-align: right;"">1,814.0</td>","<td style=""text-align: right;"">2,674.1</td>",<td>180</td>,/system/179713
39,China,Bank P A2, Lenovo,"<td style=""text-align: right;"">36,000</td>","<td style=""text-align: right;"">1,809.3</td>","<td style=""text-align: right;"">3,021.6</td>",<td></td>,/system/179648
40,China,Bank P A2, Lenovo,"<td style=""text-align: right;"">36,000</td>","<td style=""text-align: right;"">1,809.3</td>","<td style=""text-align: right;"">3,021.6</td>",<td></td>,/system/179659
41,China,JCSystem, Sugon,"<td style=""text-align: right;"">110,080</td>","<td style=""text-align: right;"">1,807.0</td>","<td style=""text-align: right;"">3,698.7</td>","<td>1,100</td>",/system/179543
42,China,S1, Lenovo,"<td style=""text-align: right;"">33,840</td>","<td style=""text-align: right;"">1,804.0</td>","<td style=""text-align: right;"">2,923.8</td>",<td></td>,/system/179581
43,Sweden,Beskow, Cray/HPE,"<td style=""text-align: right;"">67,456</td>","<td style=""text-align: right;"">1,802.5</td>","<td style=""text-align: right;"">2,438.1</td>",<td>842</td>,/system/178448
44,China,ESSystem, Sugon,"<td style=""text-align: right;"">105,000</td>","<td style=""text-align: right;"">1,790.0</td>","<td style=""text-align: right;"">3,696.0</td>","<td>1,100</td>",/system/179546
45,Japan,Molecular Simulator, NEC,"<td style=""text-align: right;"">38,552</td>","<td style=""text-align: right;"">1,785.6</td>","<td style=""text-align: right;"">3,072.8</td>",<td>544</td>,/system/179173
46,China,R1, Lenovo,"<td style=""text-align: right;"">33,120</td>","<td style=""text-align: right;"">1,768.6</td>","<td style=""text-align: right;"">2,861.6</td>",<td></td>,/system/179580
47,China,ThinkSystem SR570, Lenovo,"<td style=""text-align: right;"">80,000</td>","<td style=""text-align: right;"">1,765.8</td>","<td style=""text-align: right;"">5,888.0</td>",<td></td>,/system/179757
48,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">99,360</td>","<td style=""text-align: right;"">1,765.0</td>","<td style=""text-align: right;"">7,312.9</td>","<td>1,320</td>",/system/179676
49,United Arab Emirates,POD3," Huawei Technologies Co., Ltd.","<td style=""text-align: right;"">34,800</td>","<td style=""text-align: right;"">1,756.8</td>","<td style=""text-align: right;"">2,672.6</td>",<td></td>,/system/179715
50,Germany,QURIOSITY, HPE,"<td style=""text-align: right;"">35,280</td>","<td style=""text-align: right;"">1,750.2</td>","<td style=""text-align: right;"">2,709.5</td>",<td></td>,/system/179110
51,Germany,CARA, NEC,"<td style=""text-align: right;"">145,920</td>","<td style=""text-align: right;"">1,746.0</td>","<td style=""text-align: right;"">2,568.2</td>",<td></td>,/system/179779
52,China,ThinkSystem SR590, Lenovo,"<td style=""text-align: right;"">2,312,800</td>","<td style=""text-align: right;"">1,741.0</td>","<td style=""text-align: right;"">81,410.6</td>",<td></td>,/system/179753
53,China,CSystem, Sugon,"<td style=""text-align: right;"">97,920</td>","<td style=""text-align: right;"">1,736.0</td>","<td style=""text-align: right;"">7,206.9</td>","<td>1,000</td>",/system/179538
54,China,Q1, Lenovo,"<td style=""text-align: right;"">32,400</td>","<td style=""text-align: right;"">1,735.7</td>","<td style=""text-align: right;"">2,799.4</td>",<td></td>,/system/179578
55,China,Inspur SA5212H5, Inspur,"<td style=""text-align: right;"">38,400</td>","<td style=""text-align: right;"">1,729.0</td>","<td style=""text-align: right;"">3,072.0</td>",<td></td>,/system/179371
56,China,Inspur SA5212H5, Inspur,"<td style=""text-align: right;"">38,400</td>","<td style=""text-align: right;"">1,729.0</td>","<td style=""text-align: right;"">3,072.0</td>",<td></td>,/system/179372
57,China,Inspur SA5212H5, Inspur,"<td style=""text-align: right;"">38,400</td>","<td style=""text-align: right;"">1,729.0</td>","<td style=""text-align: right;"">3,072.0</td>",<td></td>,/system/179373
58,China,Internet Company T DD1, Lenovo,"<td style=""text-align: right;"">118,400</td>","<td style=""text-align: right;"">1,728.9</td>","<td style=""text-align: right;"">3,978.2</td>",<td></td>,/system/179354
59,Poland,Tryton Plus," Huawei Technologies Co., Ltd.","<td style=""text-align: right;"">30,432</td>","<td style=""text-align: right;"">1,728.3</td>","<td style=""text-align: right;"">2,824.1</td>",<td>307</td>,/system/179956
60,Germany,Huawei X6000," Huawei Technologies Co., Ltd.","<td style=""text-align: right;"">38,400</td>","<td style=""text-align: right;"">1,724.5</td>","<td style=""text-align: right;"">3,440.6</td>",<td>655</td>,/system/179727
61,Japan,PRIMERGY CX2550 M4, Fujitsu,"<td style=""text-align: right;"">35,200</td>","<td style=""text-align: right;"">1,715.8</td>","<td style=""text-align: right;"">2,816.0</td>",<td></td>,/system/179846
62,China,Inspur TS10000, Inspur,"<td style=""text-align: right;"">39,680</td>","<td style=""text-align: right;"">1,714.0</td>","<td style=""text-align: right;"">3,149.6</td>",<td></td>,/system/179118
63,Finland,Puhti, Atos,"<td style=""text-align: right;"">40,000</td>","<td style=""text-align: right;"">1,706.7</td>","<td style=""text-align: right;"">2,688.0</td>",<td>585</td>,/system/179601
64,China,P1, Lenovo,"<td style=""text-align: right;"">31,680</td>","<td style=""text-align: right;"">1,703.5</td>","<td style=""text-align: right;"">2,737.2</td>",<td></td>,/system/179579
65,United States,SwiftLucy, HPE,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,703.3</td>","<td style=""text-align: right;"">2,304.0</td>","<td>2,880</td>",/system/178533
66,Japan,AFI-NITY, Fujitsu,"<td style=""text-align: right;"">35,200</td>","<td style=""text-align: right;"">1,691.0</td>","<td style=""text-align: right;"">2,703.4</td>",<td></td>,/system/179561
67,China,TaiYi, Lenovo,"<td style=""text-align: right;"">32,400</td>","<td style=""text-align: right;"">1,686.5</td>","<td style=""text-align: right;"">2,488.3</td>",<td></td>,/system/179572
68,China,ThinkSystem SD530, Lenovo,"<td style=""text-align: right;"">35,200</td>","<td style=""text-align: right;"">1,684.2</td>","<td style=""text-align: right;"">2,703.4</td>",<td></td>,/system/179498
69,China,ThinkSystem SD650, Lenovo,"<td style=""text-align: right;"">28,800</td>","<td style=""text-align: right;"">1,683.4</td>","<td style=""text-align: right;"">2,695.7</td>",<td></td>,/system/179758
70,China,ISystem, Sugon,"<td style=""text-align: right;"">97,920</td>","<td style=""text-align: right;"">1,683.0</td>","<td style=""text-align: right;"">3,446.8</td>","<td>1,050</td>",/system/179541
71,China,Internet Service D," Huawei Technologies Co., Ltd.","<td style=""text-align: right;"">48,960</td>","<td style=""text-align: right;"">1,671.4</td>","<td style=""text-align: right;"">3,290.1</td>",<td>524</td>,/system/179726
72,Poland,Prometheus, HPE,"<td style=""text-align: right;"">55,728</td>","<td style=""text-align: right;"">1,670.1</td>","<td style=""text-align: right;"">2,348.6</td>",<td>808</td>,/system/178534
73,China,O1, Lenovo,"<td style=""text-align: right;"">30,960</td>","<td style=""text-align: right;"">1,668.2</td>","<td style=""text-align: right;"">2,674.9</td>",<td></td>,/system/179582
74,China,ThinkSystem SR650, Lenovo,"<td style=""text-align: right;"">41,760</td>","<td style=""text-align: right;"">1,667.7</td>","<td style=""text-align: right;"">3,207.2</td>",<td></td>,/system/179486
75,China,Sugon TC6000, Sugon,"<td style=""text-align: right;"">100,800</td>","<td style=""text-align: right;"">1,661.0</td>","<td style=""text-align: right;"">2,473.0</td>",<td>260</td>,/system/179801
76,United States,Endeavor, Intel,"<td style=""text-align: right;"">31,524</td>","<td style=""text-align: right;"">1,653.9</td>","<td style=""text-align: right;"">2,467.7</td>",<td>559</td>,/system/176908
77,China,Internet Company T Y1, Lenovo,"<td style=""text-align: right;"">89,600</td>","<td style=""text-align: right;"">1,653.2</td>","<td style=""text-align: right;"">3,440.6</td>",<td></td>,/system/179361
78,China,ThinkSystem SR570, Lenovo,"<td style=""text-align: right;"">78,400</td>","<td style=""text-align: right;"">1,652.5</td>","<td style=""text-align: right;"">2,759.7</td>",<td></td>,/system/179754
79,Australia,Software Company (M) AA1, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179336
80,Canada,Software Company (M) CA3, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179449
81,Canada,Software Company (M) CA2, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179450
82,Canada,Software Company (M) CA1, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179451
83,Canada,Lenovo C1040, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179725
84,United States,Software Company (M) A16, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179337
85,United States,Software Company (M) A15, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179338
86,United States,Software Company (M) A14, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179339
87,United States,Software Company (M) A13, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179340
88,United States,Software Company (M) A11, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179341
89,United States,Software Company (M) A10, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179342
90,United States,Software Company (M) A9, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179343
91,United States,Software Company (M) A8, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179344
92,United States,Software Company (M) A7, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179345
93,United States,Software Company (M) A6, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179346
94,United States,Software Company (M) A4, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179347
95,United States,Software Company (M) A3, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179348
96,United States,Software Company (M) A2, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179349
97,United States,Software Company (M) A1, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179350
98,United States,Software Company (M) A12, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179395
99,United States,Software Company (M) A5, Lenovo,"<td style=""text-align: right;"">57,600</td>","<td style=""text-align: right;"">1,649.1</td>","<td style=""text-align: right;"">2,119.7</td>",<td></td>,/system/179396
